sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;lÃ­nea_credito
F;servicio;peluqueria;manrique oriental;3;3.0;2018-08-09;5000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san antonio;3;19.0;2017-09-19;6500000.0;microempresarial
F;comercial;charcuteria;moravia;1;4.0;2016-11-18;2000000.0;microempresarial
F;comercial;tienda;doce de octubre no.1;1;6.0;2016-09-29;6500000.0;microempresarial
F;comercial;mantenimiento en;tricentenario;3;13.0;2019-04-30;8281000.0;microempresarial
F;comercial;fabrica de;guayabal;1;15.0;2016-01-28;2000000.0;microempresarial
F;servicio;venta de lacteos;buenos aires;1;9.0;2017-10-27;7000000.0;microempresarial
F;industrial;fabrica de;pedregal;3;6.0;2018-03-02;7000000.0;microempresarial
F;servicio;variedades;pedregal;1;6.0;2018-12-04;7000000.0;microempresarial
F;comercial;miscelanea;robledo;2;7.0;2018-07-10;6000000.0;microempresarial
F;servicio;cafeteria;castilla;2;5.0;2016-10-03;6890000.0;microempresarial
F;comercial;comidas_rapidas;naranjal;3;11.0;2017-01-31;2000000.0;microempresarial
F;comercial;variedades;enciso;2;8.0;2017-10-26;1000000.0;microempresarial
F;comercial;venta de calzado;popular;2;13.0;2017-05-03;6300000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;3;4.0;2017-10-18;7000000.0;microempresarial
F;comercial;paã±alera;popular;2;1.0;2017-09-25;2500000.0;microempresarial
F;comercial;almacen de ropa en;manrique oriental;1;3.0;2018-01-17;6500000.0;microempresarial
F;comercial;almacen de ropa en;la milagrosa;3;9.0;2018-05-08;5000000.0;microempresarial
F;comercial;charcuteria;robledo;1;7.0;2018-06-12;7800000.0;microempresarial
F;industrial;fabrica de;san javier no.1;1;13.0;2017-12-06;4000000.0;microempresarial
F;comercial;variedades;cabecera san cristobal;1;19.0;2018-10-25;4000000.0;microempresarial
F;servicio;peluqueria;manrique oriental;1;3.0;2017-02-03;7377000.0;microempresarial
F;comercial;bares;buenos aires;3;9.0;2016-10-12;4000000.0;microempresarial
F;industrial;fabrica de productos;el vergel;2;19.0;2016-09-21;6800000.0;microempresarial
F;comercial;fabrica de;popular;2;1.0;2018-03-14;6000000.0;microempresarial
F;comercial;almacen de ropa en;la francia;2;2.0;2017-12-12;6500000.0;microempresarial
F;servicio;peluqueria;popular;2;14.0;2019-05-22;7000000.0;microempresarial
F;servicio;peluqueria;aranjuez;3;4.0;2018-06-14;7800000.0;microempresarial
F;servicio;charcuteria;versalles no. 2;1;3.0;2017-05-22;7377000.0;microempresarial
F;industrial;lenceria para el;cabecera san antonio;3;19.0;2016-12-01;6800000.0;microempresarial
F;servicio;restaurante;robledo;1;19.0;2018-04-25;7800000.0;MICROEMPRESARIAL
F;comercial;fabrica de calzado;el salvador;3;9.0;2019-02-18;8281000.0;microempresarial
F;comercial;variedades;manrique oriental;2;3.0;2018-05-11;800000.0;microempresarial
F;comercial;papeleria;la loma;2;19.0;2017-09-26;7370000.0;microempresarial
F;agropecuario;criadero de animales;belen;2;16.0;2019-02-13;1000000.0;microempresarial
F;comercial;cafe e internet;francisco antonio zea;3;5.0;2016-09-23;5000000.0;microempresarial
F;comercial;variedades;palermo;1;4.0;2018-03-06;7800000.0;microempresarial
F;servicio;miscelanea;boston;1;10.0;2019-06-05;7000000.0;microempresarial
F;comercial;variedades;manrique oriental;1;3.0;2019-05-03;8000000.0;Microempresarial
F;comercial;comidas rapidas;villa hermosa;3;8.0;2018-06-27;5300000.0;microempresarial
F;servicio;variedades;belen;3;16.0;2017-03-22;4000000.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2018-03-02;7800000.0;microempresarial
F;comercial;comidas rapidas;belen;1;16.0;;7800000.0;microempresarial
F;comercial;comidas rapidas;castilla;1;5.0;2018-02-28;3000000.0;microempresarial
F;comercial;tienda;santa elena central;1;19.0;2017-09-06;7377000.0;microempresarial
F;servicio;peluqueria;carpinelo;1;1.0;2018-03-20;3000000.0;microempresarial
F;comercial;tienda;cabecera san cristobal;1;19.0;;4000000.0;microempresarial
F;comercial;charcuteria;boyaca;3;5.0;2018-02-07;6000000.0;microempresarial
F;agropecuario;criadero de animales;cabecera san antonio;2;19.0;2017-12-05;7300000.0;microempresarial
F;servicio;peluqueria;belalcazar;1;5.0;2017-04-07;11650000.0;microempresarial
F;industrial;fabrica de;popular;2;1.0;2018-04-06;7800000.0;microempresarial
F;comercial;almacen de ropa en;enciso;3;8.0;2017-08-09;7000000.0;microempresarial
F;comercial;venta de calzado;belencito;2;13.0;2018-10-12;3000000.0;microempresarial
F;comercial;variedades;san javier no.1;1;13.0;2017-09-05;5200000.0;microempresarial
F;comercial;variedades;belencito;2;13.0;2017-12-12;7373000.0;microempresarial
F;comercial;restaurante;castilla;1;5.0;2019-03-07;6500000.0;microempresarial
F;comercial;comidas rapidas;guayabal;1;15.0;2018-02-14;7812000.0;microempresarial
F;industrial;fabrica de;belen;1;16.0;2018-05-18;6000000.0;microempresarial
F;comercial;variedades;aranjuez;1;4.0;2017-06-06;6000000.0;microempresarial
F;industrial;variedades;santa cruz;2;2.0;2018-03-15;2000000.0;microempresarial
F;comercial;almacen_de_ropa_en_;el salvador;1;9.0;2017-10-18;7300000.0;Microempresarial
F;comercial;almacen de ropa en;villa niza;2;2.0;2018-04-12;5000000.0;microempresarial
F;industrial;fabrica de;buenos aires;2;9.0;2017-03-17;7377000.0;microempresarial
F;comercial;almacen de ropa en;popular;2;1.0;2018-07-04;3000000.0;microempresarial
F;servicio;mantenimiento en;belen;1;16.0;;6500000.0;microempresarial
F;industrial;fabrica de;cabecera san antonio;2;19.0;2018-06-21;5000000.0;microempresarial
F;industrial;fabrica de;barrio caicedo;2;9.0;2017-03-16;5000000.0;microempresarial
F;servicio;peluqueria;buenos aires;1;9.0;;7377000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;2018-01-29;7800000.0;Microempresarial
F;comercial;variedades;belen;3;16.0;2017-11-16;6000000.0;microempresarial
F;comercial;miscelanea;olaya herrera;1;7.0;2016-10-20;6500000.0;microempresarial
F;comercial;almacen de ropa en;enciso;1;8.0;2019-01-21;7800000.0;microempresarial
F;industrial;fabrica de;robledo;2;7.0;2018-01-23;6000000.0;microempresarial
F;agropecuario;sembrados;santa elena central;1;19.0;2016-09-13;11650000.0;agropecuaria
F;comercial;fabrica de alimentos;guayabal;3;15.0;2018-11-26;7000000.0;microempresarial
F;comercial;tienda naturista;doce de octubre no.1;2;6.0;;6500000.0;microempresarial
F;comercial;papeleria;doce de octubre no.1;2;6.0;2017-09-01;3000000.0;microempresarial
F;comercial;tienda;20 de julio;1;13.0;2017-02-13;6500000.0;microempresarial
F;comercial;tienda;barrio caicedo;2;9.0;2016-09-15;6890000.0;microempresarial
F;comercial;productos de belleza;buenos aires;3;9.0;2017-07-24;7300000.0;microempresarial
F;comercial;variedades;cabecera san antonio;2;19.0;2018-01-24;7800000.0;microempresarial
F;comercial;variedades;barrio caicedo;2;9.0;2017-09-04;7000000.0;microempresarial
F;comercial;tienda;robledo;1;7.0;2018-01-30;4000000.0;microempresarial
F;comercial;legumbreria;guayabal;3;15.0;2017-12-22;4000000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;;2000000.0;microempresarial
F;comercial;peluqueria;belen;1;16.0;2017-07-07;1000000.0;microempresarial
F;comercial;comidas rapidas;carpinelo;1;1.0;2018-06-05;3000000.0;microempresarial
F;industrial;fabrica de;robledo;1;7.0;2016-10-25;6500000.0;microempresarial
F;comercial;variedades;manrique central no. 1;2;4.0;;6000000.0;Microempresarial
F;comercial;venta de calzado;granizal;1;1.0;2017-10-26;1500000.0;microempresarial
F;industrial;fabrica de;llanaditas;1;8.0;2017-06-30;7200000.0;microempresarial
F;comercial;restaurante;barrio caicedo;1;9.0;2018-10-25;7800000.0;microempresarial
F;comercial;tienda;juan xxiii la quiebra;1;13.0;2017-04-05;7377000.0;microempresarial
F;comercial;almacen de ropa en;robledo;1;7.0;2017-08-04;3000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san cristobal;1;13.0;2019-06-07;4850000.0;microempresarial
F;comercial;variedades;doce_de_octubre_no.1;1;6.0;2016-07-14;6500000.0;microempresarial
F;comercial;drogueria;moravia;1;4.0;2018-06-20;5000000.0;microempresarial
F;comercial;tienda;llanaditas;1;8.0;2018-08-06;4000000.0;microempresarial
F;industrial;fabrica de;santander;2;6.0;2017-03-14;7300000.0;microempresarial
F;servicio;variedades;castilla;3;5.0;2017-09-15;5000000.0;microempresarial
F;comercial;variedades;enciso;3;8.0;2019-06-19;8281000.0;microempresarial
F;servicio;peluqueria;llanaditas;1;8.0;2017-09-01;4400000.0;microempresarial
F;comercial;fabrica de;picachito;1;6.0;2016-10-05;4000000.0;microempresarial
F;comercial;tienda;villatina;2;8.0;2018-11-01;6000000.0;microempresarial
F;comercial;variedades;picachito;1;6.0;2017-01-18;6900000.0;microempresarial
F;industrial;fabrica de;el salvador;2;9.0;2017-11-17;7000000.0;microempresarial
F;comercial;tienda;la floresta;1;12.0;2019-03-13;8281000.0;microempresarial
F;comercial;restaurante;campo valdes no. 1;1;4.0;2018-02-06;7812000.0;microempresarial
F;comercial;comidas rapidas;tricentenario;3;5.0;;5000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san antonio;3;19.0;2018-10-31;7500000.0;Microempresarial
F;comercial;productos de belleza;buenos aires;1;9.0;2017-06-30;7337000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;2;4.0;2016-10-25;6000000.0;microempresarial
F;comercial;almacen de ropa en;belen;3;16.0;2017-10-06;4000000.0;microempresarial
F;industrial;fabrica de;buenos aires;1;9.0;2018-05-29;7800000.0;microempresarial
F;industrial;fabrica de;santander;2;6.0;2017-07-17;3000000.0;microempresarial
F;comercial;variedades;la milagrosa;3;9.0;2016-12-28;6890000.0;microempresarial
F;comercial;variedades;el salvador;2;9.0;2017-10-27;6500000.0;microempresarial
F;servicio;fabrica de;manrique central no. 2;1;3.0;2016-06-23;6500000.0;microempresarial
F;industrial;fabrica de;buenos aires;1;9.0;2017-02-23;6000000.0;microempresarial
F;comercial;tienda;robledo;2;9.0;2017-05-09;1500000.0;microempresarial
F;comercial;comidas rapidas;barrio caicedo;2;9.0;2017-05-19;7000000.0;microempresarial
F;servicio;comidas rapidas;san javier no.1;2;13.0;2016-04-28;6500000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;3;4.0;2018-05-11;5000000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2018-01-29;2000000.0;microempresarial
F;industrial;fabrica de;robledo;1;1.0;;3500000.0;microempresarial
F;comercial;almacen de ropa en;enciso;1;8.0;2017-12-05;7370000.0;microempresarial
F;comercial;tienda;santa cruz;2;2.0;2019-05-03;8200000.0;microempresarial
F;comercial;fabrica de;belencito;1;13.0;2018-02-14;4500000.0;microempresarial
F;comercial;comidas rapidas;robledo;1;7.0;2017-01-27;4000000.0;microempresarial
F;comercial;variedades;playon-de-los-;1;2.0;2018-03-12;4000000.0;microempresarial
F;servicio;productos de belleza;castilla;3;5.0;2018-05-24;7800000.0;microempresarial
F;servicio;restaurante;robledo;1;8.0;2017-08-01;7377000.0;microempresarial
F;servicio;restaurante;barrio caicedo;1;9.0;2017-09-07;7000000.0;microempresarial
F;agropecuario;criadero de animales;altavista;2;16.0;2017-09-05;6500000.0;agropecuaria
F;comercial;variedades;robledo;2;7.0;2018-01-16;4400000.0;microempresarial
F;industrial;fabrica de;carpinelo;1;1.0;2016-10-12;6000000.0;Microempresarial
F;comercial;variedades;san jose de la cima no.;2;3.0;2018-02-15;7000000.0;microempresarial
F;comercial;tienda;belencito;1;13.0;2017-11-02;6000000.0;microempresarial
F;comercial;variedades;doce de octubre no.1;1;6.0;2018-07-12;5000000.0;microempresarial
F;comercial;panaderia;castilla;3;5.0;2017-10-18;7000000.0;microempresarial
F;comercial;tienda;manrique oriental;1;3.0;2019-04-29;6750000.0;microempresarial
F;industrial;fabrica de;playon de los;1;2.0;2017-06-27;6000000.0;microempresarial
F;comercial;variedades;francisco antonio zea;3;5.0;;7000000.0;microempresarial
F;comercial;fabrica de;girardot;1;5.0;2018-04-19;7800000.0;microempresarial
F;comercial;almacen de ropa en;castilla;3;5.0;2017-12-13;7370000.0;microempresarial
F;comercial;comidas rapidas;san javier no.1;1;13.0;;2500000.0;microempresarial
F;servicio;fabrica de;robledo;1;7.0;2019-04-04;5000000.0;microempresarial
F;comercial;variedades;la milagrosa;3;9.0;2017-08-28;7000000.0;microempresarial
F;industrial;fabrica de;guayabal;3;15.0;2016-02-20;6500000.0;microempresarial
F;industrial;variedades;aranjuez;3;4.0;2018-08-29;4000000.0;microempresarial
F;servicio;restaurante;llanaditas;1;8.0;2017-08-01;7377000.0;microempresarial
F;industrial;fabrica de;enciso;2;8.0;2017-11-10;7370000.0;microempresarial
F;comercial;fabrica de;san javier no.1;1;13.0;2017-11-22;3500000.0;microempresarial
F;comercial;almacen de ropa en;santa cruz;2;2.0;2018-11-30;5000000.0;microempresarial
F;servicio;peluqueria;playon de los;2;2.0;2018-06-13;7000000.0;microempresarial
F;comercial;bares;santa cruz;2;2.0;2019-04-02;7000000.0;microempresarial
F;comercial;tienda;castilla;1;5.0;2018-04-16;7000000.0;microempresarial
F;comercial;tienda;enciso;1;8.0;2016-04-26;6500000.0;microempresarial
F;industrial;fabrica de calzado;cabecera san cristobal;1;19.0;2017-08-03;6000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 2;1;3.0;2017-01-13;5000000.0;microempresarial
F;comercial;tienda;popular;2;1.0;2017-01-26;7377000.0;microempresarial
F;comercial;carniceria;20 de julio;2;13.0;2017-03-10;6000000.0;microempresarial
F;comercial;variedades;la mansion;3;8.0;2018-02-13;7800000.0;microempresarial
F;comercial;variedades;la milagrosa;1;9.0;2017-10-23;7000000.0;microempresarial
F;comercial;variedades;kennedy;2;6.0;2016-07-07;6800000.0;microempresarial
F;comercial;tienda;popular;1;1.0;2018-10-18;7800000.0;microempresarial
F;comercial;variedades;tricentenario;1;4.0;;8200000.0;microempresarial
F;industrial;fabrica de repuestos;castilla;3;5.0;2016-08-05;3000000.0;microempresarial
F;comercial;cafeteria;robledo;3;7.0;2017-12-29;6500000.0;microempresarial
F;industrial;fabrica de;manrique central no. 2;3;3.0;2016-03-28;6890000.0;microempresarial
F;servicio;panaderia;pablo vi;1;2.0;2018-10-03;2250000.0;microempresarial
F;industrial;fabrica de;barrio caicedo;2;9.0;2017-03-15;7000000.0;microempresarial
F;comercial;restaurante;castilla;3;5.0;;7000000.0;microempresarial
F;comercial;almacen de ropa en;barrio caicedo;1;9.0;2017-09-11;6500000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;2018-04-27;3000000.0;microempresarial
F;comercial;productos de belleza;robledo;2;7.0;2018-03-22;11650000.0;Microempresarial
F;comercial;variedades;santa cruz;2;2.0;2017-07-24;6500000.0;microempresarial
F;comercial;panaderia;villatina;1;8.0;2017-05-30;5500000.0;microempresarial
F;servicio;mantenimiento en;doce de octubre no.1;1;6.0;2017-01-27;6000000.0;microempresarial
F;comercial;tienda;san javier no.1;1;13.0;2018-12-03;2000000.0;Microempresarial
F;comercial;fabrica de alimentos;villa del socorro;1;2.0;2018-09-24;4000000.0;microempresarial
F;comercial;variedades;campo valdes no. 1;3;4.0;;7300000.0;microempresarial
F;comercial;variedades;buenos aires;1;9.0;2016-09-12;6890000.0;microempresarial
F;comercial;fabrica de;tricentenario;1;5.0;2017-05-15;7377000.0;microempresarial
F;comercial;comidas rapidas;santa cruz;2;2.0;2018-10-11;5000000.0;MICROEMPRESARIAL
F;industrial;fabrica de;robledo;2;7.0;2018-02-02;6000000.0;microempresarial
F;industrial;variedades;santa lucia;1;12.0;2018-04-23;7800000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2017-10-12;6000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2018-07-05;7000000.0;microempresarial
F;industrial;fabrica de;andalucia;2;2.0;2018-06-14;3500000.0;microempresarial
F;servicio;distribuidora de;san javier no.1;2;13.0;2017-04-03;7000000.0;microempresarial
F;servicio;comidas rapidas;san javier no.1;1;13.0;;4000000.0;MICROEMPRESARIAL
F;industrial;fabrica de;robledo;1;7.0;;5000000.0;microempresarial
F;industrial;fabrica de;castilla;2;5.0;2017-09-05;6500000.0;microempresarial
F;comercial;variedades;robledo;1;7.0;2019-02-11;6500000.0;microempresarial
F;comercial;comidas rapidas;villa hermosa;1;8.0;2018-07-27;3000000.0;microempresarial
F;servicio;fabrica de;la candelaria;2;10.0;2016-01-21;3000000.0;microempresarial
F;servicio;peluqueria;santo domingo savio;1;1.0;2018-05-10;4500000.0;Microempresarial
F;servicio;restaurante;enciso;1;8.0;2017-12-29;6500000.0;microempresarial
F;servicio;peluqueria;picacho;1;6.0;2017-12-06;5000000.0;microempresarial
F;comercial;bares;san javier no.1;3;13.0;2017-08-24;7370000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2018-10-03;7800000.0;microempresarial
F;comercial;variedades;barrio caicedo;1;9.0;2017-10-23;1000000.0;microempresarial
F;servicio;comidas rapidas;robledo;2;7.0;2018-03-09;2000000.0;microempresarial
F;comercial;cafe e internet;buenos_aires;2;9.0;2017-09-13;7370000.0;microempresarial
F;comercial;almacen de ropa en;belencito;2;13.0;2018-10-11;6000000.0;microempresarial
F;comercial;comidas rapidas;belen;3;16.0;2018-02-14;2000000.0;microempresarial
F;servicio;criadero de animales;robledo;2;7.0;2016-12-07;5000000.0;microempresarial
F;servicio;cafe e internet;el triunfo;1;6.0;2017-08-10;7000000.0;microempresarial
F;comercial;variedades;el salvador;3;9.0;2018-02-20;7800000.0;microempresarial
F;industrial;fabrica de;la francia;1;2.0;2016-08-31;6000000.0;microempresarial
F;comercial;criadero de animales;palmitas;1;19.0;2018-04-06;241315.0;microempresarial
F;industrial;fabrica de;robledo;1;7.0;2018-08-13;6000000.0;microempresarial
F;industrial;fabrica de;carpinelo;1;1.0;2018-11-20;5000000.0;Microempresarial
F;comercial;comidas rapidas;san javier no.1;2;13.0;2018-11-13;1300000.0;microempresarial
F;comercial;variedades;san pablo;1;1.0;2016-11-29;6800000.0;microempresarial
F;comercial;papeleria;san javier no.1;2;13.0;2016-09-08;4000000.0;microempresarial
F;comercial;variedades;pedregal;1;6.0;2017-08-29;4400000.0;microempresarial
F;comercial;tienda;manrique central no. 1;1;4.0;2017-07-26;6000000.0;microempresarial
F;servicio;cafeteria;villa hermosa;1;8.0;2018-01-03;4400000.0;credioportuno
F;servicio;comidas rapidas;robledo;2;7.0;2016-10-11;4000000.0;microempresarial
F;industrial;fabrica de;la avanzada;1;1.0;2018-06-07;7800000.0;microempresarial
F;servicio;cafeteria;centro admtivo;1;10.0;2016-07-22;6800000.0;microempresarial
F;comercial;almacen de ropa en;picacho;1;6.0;2016-12-07;6800000.0;microempresarial
F;industrial;fabrica de;popular;1;1.0;2017-10-25;7000000.0;microempresarial
F;industrial;fabrica de alimentos;juan xxiii la quiebra;1;13.0;2018-04-18;5000000.0;microempresarial
F;comercial;tienda;san javier no.1;2;13.0;2017-05-08;7377000.0;MICROEMPRESARIAL
F;servicio;peluqueria;santo domingo savio;1;1.0;2018-10-03;3000000.0;microempresarial
F;comercial;variedades;santa cruz;2;2.0;2017-09-15;6000000.0;microempresarial
F;comercial;tienda;cabecera san antonio;1;19.0;2017-06-14;2000000.0;microempresarial
F;comercial;venta de calzado;barrio caicedo;2;9.0;2016-11-02;3000000.0;MICROEMPRESARIAL
F;servicio;restaurante;la milagrosa;2;9.0;2016-10-12;5000000.0;microempresarial
F;comercial;peluqueria;campo valdes no. 1;3;4.0;2017-02-13;7377000.0;microempresarial
F;industrial;fabrica de helados;olaya herrera;1;7.0;2018-06-14;4500000.0;microempresarial
F;comercial;tienda de helados;zona expansion san;1;19.0;2018-06-28;2700000.0;microempresarial
F;comercial;variedades;florencia;3;5.0;2018-06-05;1500000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;1;4.0;2017-07-25;5000000.0;microempresarial
F;comercial;tienda;altavista;1;16.0;2018-01-23;4000000.0;microempresarial
F;comercial;almacen de ropa en;boyaca;3;5.0;2016-11-08;6890000.0;microempresarial
F;industrial;fabrica de;san antonio;1;8.0;2017-06-16;7000000.0;microempresarial
F;industrial;fabrica de;la floresta;3;12.0;2018-05-22;7000000.0;microempresarial
F;servicio;variedades;girardot;3;5.0;2018-03-08;7000000.0;microempresarial
F;industrial;fabrica de;san javier no.1;1;13.0;2017-08-24;5000000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2016-04-06;3000000.0;microempresarial
F;comercial;marqueteria;manrique oriental;3;3.0;2017-04-05;6000000.0;microempresarial
F;servicio;recreativo-educativo;fuente clara;1;7.0;2016-11-19;11650000.0;Juridica Y Cap.Semilla
F;servicio;peluqueria;buenos aires;1;9.0;2017-10-24;7300000.0;microempresarial
F;comercial;cafeteria;popular;2;1.0;2018-10-03;7000000.0;microempresarial
F;comercial;comidas rapidas;cabecera san cristobal;2;19.0;2018-02-07;4500000.0;microempresarial
F;comercial;fabrica_de_helados;san javier no.1;2;13.0;2018-09-24;6000000.0;microempresarial
F;comercial;comidas rapidas;el salvador;3;9.0;2018-08-17;5000000.0;microempresarial
F;industrial;fabrica de;la candelaria;3;10.0;2016-10-03;4100000.0;microempresarial
F;comercial;variedades;manrique central no. 2;3;3.0;2018-06-15;1500000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2017-02-22;4000000.0;microempresarial
F;industrial;fabrica_de_;robledo;2;8.0;2018-10-11;5500000.0;microempresarial
F;industrial;fabrica de;alfonso lopez;3;5.0;;11650000.0;microempresarial
F;servicio;variedades;san javier no.1;2;13.0;2017-03-28;7370000.0;microempresarial
F;servicio;ferreteria;manrique oriental;2;3.0;2017-02-03;6000000.0;microempresarial
F;comercial;peluqueria;robledo;1;7.0;2018-05-03;6000000.0;microempresarial
F;comercial;fabrica_de_;castilla;3;5.0;2017-09-26;7000000.0;microempresarial
F;comercial;comidas rapidas;buenos aires;1;9.0;2019-05-24;8200000.0;MICROEMPRESARIAL
F;comercial;cafeteria;calasanz;3;12.0;2017-11-02;7300000.0;microempresarial
F;servicio;peluqueria;enciso;1;6.0;2016-05-06;6890000.0;microempresarial
F;comercial;variedades;granizal;2;1.0;;6800000.0;microempresarial
F;comercial;restaurante;cabecera san antonio;2;19.0;2019-06-07;3000000.0;microempresarial
F;comercial;almacen de ropa en;playon de los;2;2.0;2017-01-31;7370000.0;microempresarial
F;industrial;fabrica de arepas;campo valdes no. 1;1;4.0;2018-01-24;7300000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2018-08-21;3000000.0;microempresarial
F;comercial;comidas rapidas;santo domingo savio;1;1.0;2018-02-07;7800000.0;microempresarial
F;servicio;peluqueria;robledo;3;7.0;2018-04-23;6500000.0;microempresarial
F;comercial;almacen de ropa en;manrique central no. 1;1;4.0;2018-02-06;7000000.0;microempresarial
F;comercial;variedades;manrique central no. 2;1;3.0;2016-11-24;6900000.0;microempresarial
F;industrial;variedades;popular;1;1.0;2019-04-29;3000000.0;microempresarial
F;comercial;tienda;centro admtivo;3;10.0;2017-08-04;8800000.0;microempresarial
F;servicio;taller de mecanica;robledo;1;7.0;2016-09-20;5000000.0;microempresarial
F;comercial;comidas rapidas;robledo;1;7.0;2018-10-26;5000000.0;microempresarial
F;servicio;peluqueria;santander;1;6.0;2017-08-17;7000000.0;microempresarial
F;servicio;criadero de animales;belen;2;16.0;2017-03-09;4000000.0;microempresarial
F;comercial;almacen de ropa en;campo valdes no. 1;1;4.0;2017-07-19;3000000.0;microempresarial
F;comercial;fabrica de alimentos;manrique oriental;1;3.0;2018-03-15;7000000.0;microempresarial
F;comercial;comidas rapidas;el chagualo;3;10.0;2018-08-16;7800000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;2017-03-29;3000000.0;microempresarial
F;industrial;fabrica de;pedregal;3;6.0;2018-05-10;7800000.0;microempresarial
F;comercial;variedades;toscana;1;5.0;2017-04-17;7377000.0;microempresarial
F;comercial;peluqueria;pedregal;3;6.0;2017-09-12;7300000.0;microempresarial
F;servicio;tienda;suburbano barro;1;19.0;2017-07-26;7370000.0;microempresarial
F;comercial;variedades;castilla;1;5.0;2018-09-21;2500000.0;microempresarial
F;comercial;cafeteria;popular;2;1.0;2018-10-03;7000000.0;microempresarial
F;industrial;fabrica de;villatina;2;8.0;2017-03-28;4000000.0;microempresarial
F;comercial;papeleria;villa guadalupe;2;1.0;2016-11-30;6890000.0;microempresarial
F;industrial;fabrica de;buenos aires;3;9.0;2018-07-05;7500000.0;microempresarial
F;servicio;restaurante;la america;1;12.0;2017-09-29;6000000.0;microempresarial
F;industrial;fabrica de;boston;2;10.0;2017-07-05;7300000.0;microempresarial
F;industrial;fabrica de;tejelo;3;5.0;2017-07-07;4000000.0;microempresarial
F;servicio;peluqueria;la milagrosa;2;9.0;2018-10-11;4000000.0;microempresarial
F;comercial;variedades;enciso;2;8.0;2018-10-31;7800000.0;microempresarial
F;comercial;variedades;moravia;1;4.0;2016-10-24;6800000.0;microempresarial
F;comercial;comidas rapidas;santa cruz;2;2.0;2019-05-22;8200000.0;microempresarial
F;comercial;cafeteria;belen;1;16.0;2017-11-09;7370000.0;microempresarial
F;comercial;almacen de ropa en;playon de los;1;2.0;2018-10-03;7800000.0;microempresarial
F;industrial;fabrica de;popular;1;1.0;2018-10-03;7000000.0;Microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;2018-09-27;7800000.0;microempresarial
F;industrial;taller de mecanica;belencito;1;13.0;2017-01-24;7377000.0;microempresarial
F;comercial;panaderia;robledo;1;4.0;2018-04-04;3500000.0;microempresarial
F;comercial;variedades;san pablo;1;1.0;2016-08-09;3000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;2017-08-25;700000.0;microempresarial
F;comercial;restaurante;belen;3;16.0;2017-05-03;11650000.0;juridica y cap.semilla
F;comercial;almacen de ropa en;manrique oriental;2;3.0;;1200000.0;microempresarial
F;industrial;fabrica_de_;cabecera san cristobal;1;19.0;2018-04-23;1000000.0;microempresarial
F;servicio;peluqueria;robledo;1;7.0;2017-11-29;5000000.0;microempresarial
F;industrial;fabrica de;las palmas;2;10.0;2016-11-22;3000000.0;Microempresarial
F;industrial;fabrica de;manrique oriental;1;3.0;2016-09-01;6890000.0;microempresarial
F;comercial;variedades;villatina;2;8.0;2018-05-30;7000000.0;Microempresarial
F;comercial;tienda;pedregal;1;6.0;2017-10-30;7000000.0;microempresarial
F;industrial;fabrica-de-;santo domingo savio;1;1.0;2018-06-12;6500000.0;microempresarial
F;comercial;fabrica de;florencia;3;5.0;2019-01-23;8000000.0;Microempresarial
F;servicio;mantenimiento en;robledo;1;7.0;2018-01-25;7800000.0;microempresarial
F;comercial;charcuteria;cabecera san cristobal;2;19.0;2019-02-27;7000000.0;Microempresarial
F;comercial;productos de belleza;cabecera san cristobal;2;19.0;2018-06-05;1300000.0;microempresarial
F;servicio;peluqueria;enciso;2;8.0;2019-03-05;8000000.0;microempresarial
F;comercial;tienda;robledo;3;16.0;2019-05-08;8000000.0;microempresarial
F;comercial;variedades;aranjuez;1;4.0;2018-10-03;7000000.0;microempresarial
F;comercial;tienda;cabecera san cristobal;1;19.0;2017-08-09;7000000.0;microempresarial
F;comercial;comidas rapidas;belen;2;16.0;2018-01-24;7812000.0;microempresarial
F;agropecuario;sembrados;santa elena central;1;19.0;2017-12-27;2000000.0;microempresarial
